[Odometry @ factory.py:85][DEBUG] 2017-11-15 18:34:23,781: Logging to: logs/2017_Nov_15/Odometry/18_34_23.log
[Odometry @ node.py:89][INFO] 2017-11-15 18:34:30,001: setup
[Odometry @ node.py:79][DEBUG] 2017-11-15 18:34:33,259: [log buffer start]
[DEBUG, 1510788870.183893]: OdometryMessage(t=1510788870.1838908, n=0, xy=0.0, th=-0.25, dt=0.1034402847290039)
[DEBUG, 1510788870.2168534]: OdometryMessage(t=1510788870.2168522, n=1, xy=0.0, th=0.0, dt=0.030887842178344727)
[DEBUG, 1510788870.2493958]: OdometryMessage(t=1510788870.2493944, n=2, xy=0.0, th=-0.0625, dt=0.03101348876953125)
[DEBUG, 1510788870.2828953]: OdometryMessage(t=1510788870.282894, n=3, xy=0.0, th=-0.0625, dt=0.0)
[DEBUG, 1510788870.2939076]: OdometryMessage(t=1510788870.2939062, n=4, xy=0.0, th=0.0, dt=0.020600080490112305)
[DEBUG, 1510788870.3048763]: OdometryMessage(t=1510788870.304875, n=5, xy=0.1891398311462993, th=0.0, dt=0.021418333053588867)
[DEBUG, 1510788870.3268852]: OdometryMessage(t=1510788870.3268838, n=6, xy=0.0, th=-0.0625, dt=0.03075861930847168)
[DEBUG, 1510788870.3382547]: OdometryMessage(t=1510788870.3382533, n=7, xy=0.1891398311462993, th=0.0, dt=0.030776262283325195)
[DEBUG, 1510788870.360288]: OdometryMessage(t=1510788870.3602867, n=8, xy=0.18913983114630017, th=0.0, dt=0.020620346069335938)
[DEBUG, 1510788870.3932483]: OdometryMessage(t=1510788870.3932462, n=9, xy=0.1891398311462993, th=0.0, dt=0.030710458755493164)
[DEBUG, 1510788870.42251]: OdometryMessage(t=1510788870.4225085, n=10, xy=-0.37827966229259946, th=0.0625, dt=0.020572900772094727)
[DEBUG, 1510788870.4449773]: OdometryMessage(t=1510788870.4449751, n=11, xy=-0.756559324585198, th=0.0, dt=0.020886898040771484)
[DEBUG, 1510788870.4676073]: OdometryMessage(t=1510788870.467605, n=12, xy=-0.9456991557314982, th=0.0, dt=0.03114032745361328)
[DEBUG, 1510788870.4903502]: OdometryMessage(t=1510788870.4903486, n=13, xy=-1.1348389868777975, th=0.0625, dt=0.02076554298400879)
[DEBUG, 1510788870.5131774]: OdometryMessage(t=1510788870.5131757, n=14, xy=-0.9456991557314982, th=0.0, dt=0.030920028686523438)
[DEBUG, 1510788870.5356061]: OdometryMessage(t=1510788870.5356045, n=15, xy=-0.7565593245851971, th=0.0, dt=0.020963668823242188)
[DEBUG, 1510788870.5587487]: OdometryMessage(t=1510788870.558747, n=16, xy=0.0, th=0.0, dt=0.029014110565185547)
[DEBUG, 1510788870.58189]: OdometryMessage(t=1510788870.5818877, n=17, xy=0.0, th=0.0, dt=0.020696640014648438)
[DEBUG, 1510788870.6044478]: OdometryMessage(t=1510788870.6044464, n=18, xy=0.0, th=0.0, dt=0.02277207374572754)
[DEBUG, 1510788870.627287]: OdometryMessage(t=1510788870.6272848, n=19, xy=0.5674194934388979, th=-0.0625, dt=0.030990123748779297)
[DEBUG, 1510788870.6497498]: OdometryMessage(t=1510788870.6497478, n=20, xy=1.513118649170397, th=0.0, dt=0.020681381225585938)
[DEBUG, 1510788870.6718822]: OdometryMessage(t=1510788870.6718805, n=21, xy=1.513118649170397, th=0.0, dt=0.020761489868164062)
[DEBUG, 1510788870.6950102]: OdometryMessage(t=1510788870.6950088, n=22, xy=2.080538142609295, th=0.0, dt=0.030914783477783203)
[DEBUG, 1510788870.7179806]: OdometryMessage(t=1510788870.7179787, n=23, xy=1.7022584803166962, th=0.0, dt=0.02071380615234375)
[DEBUG, 1510788870.7401006]: OdometryMessage(t=1510788870.7400992, n=24, xy=2.4588178049018943, th=0.0, dt=0.031075000762939453)
[DEBUG, 1510788870.7626755]: OdometryMessage(t=1510788870.762674, n=25, xy=1.702258480316696, th=0.0625, dt=0.020815372467041016)
[DEBUG, 1510788870.7855356]: OdometryMessage(t=1510788870.785534, n=26, xy=0.0, th=0.0, dt=0.03613400459289551)
[DEBUG, 1510788870.80879]: OdometryMessage(t=1510788870.8087885, n=27, xy=0.5674194934388987, th=0.0, dt=0.02081465721130371)
[DEBUG, 1510788870.8314304]: OdometryMessage(t=1510788870.8314292, n=28, xy=0.5674194934388983, th=0.0625, dt=0.02071833610534668)
[DEBUG, 1510788870.8324006]: OdometryMessage(t=1510788870.8323994, n=29, xy=0.0, th=0.0, dt=0.021056175231933594)
[DEBUG, 1510788870.8756027]: OdometryMessage(t=1510788870.875601, n=30, xy=0.0, th=0.0, dt=0.031235694885253906)
[DEBUG, 1510788870.8986712]: OdometryMessage(t=1510788870.8986695, n=31, xy=0.0, th=0.0, dt=0.020677566528320312)
[DEBUG, 1510788870.923803]: OdometryMessage(t=1510788870.9238014, n=32, xy=-0.9456991557314978, th=0.0, dt=0.03110647201538086)
[DEBUG, 1510788870.9461255]: OdometryMessage(t=1510788870.946124, n=33, xy=-0.756559324585198, th=0.0, dt=0.02097773551940918)
[DEBUG, 1510788870.969001]: OdometryMessage(t=1510788870.9689991, n=34, xy=-0.7565593245851983, th=-0.0625, dt=0.031017303466796875)
[DEBUG, 1510788870.9918332]: OdometryMessage(t=1510788870.9918313, n=35, xy=-1.1348389868777975, th=0.0, dt=0.02092456817626953)
